metric_item_label,metric_cat_label,metric_subcat_label,metric_item_label_subtitle,metric_cat_item_yaxis_label,metric_source_desc_label_fn,metric_source_desc_label_url_fn,geo_label_city,geo_label_state,geo_label_citystate,geo_fips_code,value,date_label,geo_label_proxy_or_real,geo_label_proxy_footnote,geo_fips_desc,date_label_proxy_or_real,date_label_proxy_footnote,value_ci_flag_yesno,value_95_ci_low,value_95_ci_high,value_90_ci_low,value_90_ci_high,geo_strata_region,geo_strata_poverty,geo_strata_Population,geo_strata_PopDensity,geo_strata_Segregation,strata_race_label,strata_sex_label,strata_race_sex_label
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Baltimore,MD,"Baltimore, MD",2404000,3685.047094,2016,real,,place,real,,yes,693.0390983,6677.05509,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Portland,OR,"Portland, OR",4159000,6496.215534,2017,real,,place,real,,yes,5254.209214,7738.221854,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Austin,TX,"Austin, TX",4805000,2406.847223,2017,real,,place,real,,yes,1850.749637,2962.944808,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Dallas,TX,"Dallas, TX",4819000,5310.591806,2017,real,,place,real,,yes,4186.839719,6434.343894,,,South,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,El Paso,TX,"El Paso, TX",4824000,3354.776274,2018,real,,place,real,,yes,2213.289064,4496.263484,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Both,
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Dallas,TX,"Dallas, TX",4819000,4296.822463,2018,real,,place,real,,yes,3589.341989,5004.302936,,,South,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Both,
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Portland,OR,"Portland, OR",4159000,2771.304208,2011,real,,place,real,,yes,2092.810056,3449.798359,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Fort Worth,TX,"Fort Worth, TX",4827000,8001.752566,2015,real,,place,real,,yes,7360.339824,8643.165308,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Female,Black Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Antonio,TX,"San Antonio, TX",4865000,8932.835321,2015,real,,place,real,,yes,8068.127332,9797.54331,,,South,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Female,Black Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Columbus,OH,"Columbus, OH",3918000,1665.831253,2011,real,,place,real,,yes,1036.546966,2295.11554,,,Midwest,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Oklahoma City,OK,"Oklahoma City, OK",4055000,3018.587341,2016,real,,place,real,,yes,1798.779535,4238.395146,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Cleveland,OH,"Cleveland, OH",3916000,3114.94786,2015,real,,place,real,,yes,1929.291652,4300.604069,,,Midwest,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Both,
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Fort Worth,TX,"Fort Worth, TX",4827000,2636.407387,2016,real,,place,real,,yes,1698.396859,3574.417915,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Tucson,AZ,"Tucson, AZ",0477000,6353.253845,2014,real,,place,real,,yes,4006.611627,8699.896064,,,West,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,El Paso,TX,"El Paso, TX",4824000,4203.549829,2016,real,,place,real,,yes,1305.433119,7101.666539,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,New York City,NY,"New York City, NY",3651000,3525.318097,2018,real,,place,real,,yes,3353.498603,3697.137591,,,Northeast,Less poor cities (<20% poor),Largest (>1.3 million),Highest pop. density (>10k per sq mi),Highly Segregated (50%+),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,New York City,NY,"New York City, NY",3651000,3092.507898,2015,real,,place,real,,yes,2989.214966,3195.80083,,,Northeast,Less poor cities (<20% poor),Largest (>1.3 million),Highest pop. density (>10k per sq mi),Highly Segregated (50%+),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Detroit,MI,"Detroit, MI",2622000,11048.53362,2011,real,,place,real,,yes,9406.31745,12690.74979,,,Midwest,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Memphis,TN,"Memphis, TN",4748000,6746.342478,2018,real,,place,real,,yes,4519.157569,8973.527387,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Baltimore,MD,"Baltimore, MD",2404000,1771.768585,2011,real,,place,real,,yes,946.1711959,2597.365973,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Chicago,IL,"Chicago, IL",1714000,3825.854264,2011,real,,place,real,,yes,3603.982775,4047.725753,,,Midwest,Less poor cities (<20% poor),Largest (>1.3 million),Highest pop. density (>10k per sq mi),Highly Segregated (50%+),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Fort Worth,TX,"Fort Worth, TX",4827000,4723.88759,2018,real,,place,real,,yes,3672.662887,5775.112294,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Washington,DC,"Washington, DC",1150000,2245.259828,2011,real,,place,real,,yes,1659.468034,2831.051622,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Highest pop. density (>10k per sq mi),Highly Segregated (50%+),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,El Paso,TX,"El Paso, TX",4824000,4209.346834,2020,real,,place,real,,yes,940.990375,7477.703293,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Both,
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Long Beach,CA,"Long Beach, CA",0643000,7251.330498,2016,real,,place,real,,yes,6285.862035,8216.798961,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Black,Female,Black Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Jose,CA,"San Jose, CA",0668000,2878.996635,2011,real,,place,real,,yes,2613.193541,3144.799729,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Tucson,AZ,"Tucson, AZ",0477000,9380.024704,2019,real,,place,real,,yes,5712.415138,13047.63427,,,West,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Baltimore,MD,"Baltimore, MD",2404000,6865.814505,2011,real,,place,real,,yes,6253.636264,7477.992745,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Oakland,CA,"Oakland, CA",0653000,3609.064768,2017,real,,place,real,,yes,2509.677267,4708.452269,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Jose,CA,"San Jose, CA",0668000,2104.11172,2017,real,,place,real,,yes,1834.088911,2374.134529,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Baltimore,MD,"Baltimore, MD",2404000,5283.931927,2019,real,,place,real,,yes,3090.787945,7477.075908,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Kansas City,MO,"Kansas City, MO",2938000,12973.77602,2019,real,,place,real,,yes,8201.446572,17746.10546,,,Midwest,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,New York City,NY,"New York City, NY",3651000,4171.845453,2019,real,,place,real,,yes,3992.334123,4351.356783,,,Northeast,Less poor cities (<20% poor),Largest (>1.3 million),Highest pop. density (>10k per sq mi),Highly Segregated (50%+),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Cleveland,OH,"Cleveland, OH",3916000,3878.994069,2019,real,,place,real,,yes,1719.210063,6038.778074,,,Midwest,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Las Vegas,NV,"Las Vegas, NV",3240000,2793.310163,2010,proxy,County level data were used,place,real,,yes,2538.090654,3048.529672,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Seattle,WA,"Seattle, WA",5363000,3679.425043,2020,real,,place,real,,yes,3066.227634,4292.622451,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Both,
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Memphis,TN,"Memphis, TN",4748000,6785.705228,2019,real,,place,real,,yes,4739.625356,8831.785101,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Milwaukee,WI,"Milwaukee, WI",5553000,3267.960073,2010,real,,place,real,,yes,2608.249829,3927.670317,,,Midwest,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Denver,CO,"Denver, CO",0820000,7560.784776,2016,real,,place,real,,yes,6543.809521,8577.760032,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Black,Female,Black Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Memphis,TN,"Memphis, TN",4748000,5344.130591,2018,real,,place,real,,yes,3688.231528,7000.029655,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Both,
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Antonio,TX,"San Antonio, TX",4865000,5008.833415,2010,real,,place,real,,yes,4734.623754,5283.043076,,,South,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Denver,CO,"Denver, CO",0820000,2541.346906,2017,real,,place,real,,yes,1566.880864,3515.812948,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Phoenix,AZ,"Phoenix, AZ",0455000,5409.598442,2020,real,,place,real,,yes,3917.968826,6901.228058,,,West,Less poor cities (<20% poor),Largest (>1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Memphis,TN,"Memphis, TN",4748000,7993.836083,2017,real,,place,real,,yes,1852.95358,14134.71859,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Louisville,KY,"Louisville, KY",2148006,5433.151952,2019,proxy,County level data were used,place,real,,yes,3813.747241,7052.556662,,,South,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Denver,CO,"Denver, CO",0820000,4134.997012,2011,real,,place,real,,yes,3795.725795,4474.268229,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),White,Female,White Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,San Jose,CA,"San Jose, CA",0668000,3569.470595,2020,real,,place,real,,yes,3197.318066,3941.623125,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Denver,CO,"Denver, CO",0820000,8900.875248,2020,real,,place,real,,yes,4968.903701,12832.8468,,,West,Less poor cities (<20% poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Less Segregated (<50%),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Baltimore,MD,"Baltimore, MD",2404000,10058.06014,2020,real,,place,real,,yes,4494.317121,15621.80315,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Detroit,MI,"Detroit, MI",2622000,4918.6638,2020,real,,place,real,,yes,3050.352173,6786.975426,,,Midwest,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Philadelphia,PA,"Philadelphia, PA",4260000,4182.667299,2010,real,,place,real,,yes,3671.224061,4694.110537,,,Northeast,Poorest cities (20%+ poor),Largest (>1.3 million),Highest pop. density (>10k per sq mi),Highly Segregated (50%+),Hispanic,Female,Hispanic Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Baltimore,MD,"Baltimore, MD",2404000,2510.579768,2019,real,,place,real,,yes,1219.120083,3802.039454,,,South,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Female,Asian/PI Female
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Cleveland,OH,"Cleveland, OH",3916000,10830.39626,2020,real,,place,real,,yes,2932.999068,18727.79346,,,Midwest,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Male,Asian/PI Male
Premature Death,Life Expectancy and Deaths,Deaths,"Years of potential life lost before age 75 (per 100,000 population, age-adjusted)","Years per 100,000 population aged <75","National Vital Statistics System (NVSS), Centers for Disease Control and Prevention",https://www.cdc.gov/nchs/nvss/index.htm,Milwaukee,WI,"Milwaukee, WI",5553000,8642.961002,2020,real,,place,real,,yes,6898.309611,10387.61239,,,Midwest,Poorest cities (20%+ poor),Smaller (<1.3 million),Lower pop. density (<10k per sq mi),Highly Segregated (50%+),Asian/PI,Both,
